Type                                  Module                      Label             Process   
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfSimpleInclusiveSecondaryVertexHighEffBJetTags"   ""                "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfSimpleSecondaryVertexHighEffBJetTags"   ""                "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfTrackCountingHighEffBJetTags"   ""                "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "softPFElectronBJetTags"    ""                "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "softPFMuonBJetTags"        ""                "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probb"           "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probb"           "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probbb"          "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probbb"          "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probc"           "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probc"           "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probcc"          "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probudsg"        "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probudsg"        "RECO"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<reco::JetExtendedAssociation::JetExtendedData>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetExtender"            ""                "RECO"    
edm::ConditionsInEventBlock           "conditionsInEdm"           ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "chargeCut2069Clusters"     ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "convClusters"              ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "detachedTripletStepClusters"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "initialStepSeedClusterMask"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "lowPtTripletStepClusters"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "mixedTripletStepClusters"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "mixedTripletStepSeedClusterMask"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "pixelLessStepClusters"     ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "pixelLessStepSeedClusterMask"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "pixelPairStepClusters"     ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "pixelPairStepSeedClusterMask"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "tobTecStepClusters"        ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "tripletElectronClusterMask"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "chargeCut2069Clusters"     ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "convClusters"              ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "detachedTripletStepClusters"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "initialStepSeedClusterMask"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "lowPtTripletStepClusters"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "mixedTripletStepClusters"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "mixedTripletStepSeedClusterMask"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "pixelLessStepClusters"     ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "pixelLessStepSeedClusterMask"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "pixelPairStepClusters"     ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "pixelPairStepSeedClusterMask"   ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "tobTecStepClusters"        ""                "RECO"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "tripletElectronClusterMask"   ""                "RECO"    
edm::DetSetVector<PixelDigi>          "siPixelDigis"              ""                "RECO"    
edm::DetSetVector<SiPixelRawDataError>    "siPixelDigis"              ""                "RECO"    
edm::DetSetVector<SiStripDigi>        "siStripZeroSuppression"    "ProcessedRaw"    "RECO"    
edm::DetSetVector<SiStripDigi>        "siStripZeroSuppression"    "ScopeMode"       "RECO"    
edm::DetSetVector<SiStripDigi>        "siStripZeroSuppression"    "VirginRaw"       "RECO"    
edm::DetSetVector<SiStripDigi>        "siStripDigis"              "ZeroSuppressed"   "RECO"    
edm::DetSetVector<SiStripProcessedRawDigi>    "siStripZeroSuppression"    "APVCMProcessedRaw"   "RECO"    
edm::DetSetVector<SiStripProcessedRawDigi>    "siStripZeroSuppression"    "APVCMScopeMode"   "RECO"    
edm::DetSetVector<SiStripProcessedRawDigi>    "siStripZeroSuppression"    "APVCMVirginRaw"   "RECO"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "ProcessedRaw"    "RECO"    
edm::DetSetVector<SiStripRawDigi>     "siStripZeroSuppression"    "ProcessedRaw"    "RECO"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "ScopeMode"       "RECO"    
edm::DetSetVector<SiStripRawDigi>     "siStripZeroSuppression"    "ScopeMode"       "RECO"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "VirginRaw"       "RECO"    
edm::DetSetVector<SiStripRawDigi>     "siStripZeroSuppression"    "VirginRaw"       "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdEB"    ""                "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdEBU"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdEE"    ""                "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdOOTPFEB"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdOOTPFEE"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdOOTPFES"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdPFEB"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdPFEE"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdPFES"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdRefinedEB"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdRefinedEE"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingEcalDetIdRefinedES"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingGamIsoDetIdEB"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingGamIsoDetIdEE"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingGedEgammaIsoESDetId"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingGedEgammaIsoHCALDetId"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingGedEleIsoDetIdEB"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingGedEleIsoDetIdEE"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingGedGamIsoDetIdEB"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingGedGamIsoDetIdEE"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingOotEgammaIsoESDetId"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingOotEgammaIsoHCALDetId"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingOotGamIsoDetIdEB"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingOotGamIsoDetIdEE"   ""                "RECO"    
edm::EDCollection<DetId>              "interestingTrackEcalDetIds"   ""                "RECO"    
edm::EDCollection<DetId>              "muonEcalDetIds"            ""                "RECO"    
edm::EDCollection<DetId>              "siPixelDigis"              ""                "RECO"    
edm::EDCollection<DetId>              "siStripDigis"              ""                "RECO"    
edm::EDCollection<DetId>              "siPixelDigis"              "UserErrorModules"   "RECO"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityChIdErrors"   "RECO"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityGainErrors"   "RECO"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityGainSwitchErrors"   "RECO"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityChIdErrors"   "RECO"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityGainErrors"   "RECO"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityGainSwitchErrors"   "RECO"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityBlockSizeErrors"   "RECO"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemBlockSizeErrors"   "RECO"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemChIdErrors"   "RECO"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemGainErrors"   "RECO"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemTtIdErrors"   "RECO"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityTTIdErrors"   "RECO"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityZSXtalIdErrors"   "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "ckfInOutTracksFromConversions"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "ckfOutInTracksFromConversions"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "convStepTracks"            ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "conversionStepTracks"      ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "cosmicDCTracks"            ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "cosmicMuons"               ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "cosmicMuons1Leg"           ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "cosmicsVetoTracks"         ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "cosmicsVetoTracksRaw"      ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "detachedTripletStepTracks"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "displacedGlobalMuons"      ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "displacedStandAloneMuons"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "displacedTracks"           ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "earlyGeneralTracks"        ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "electronGsfTracks"         ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "generalTracks"             ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "globalMuons"               ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "initialStepTracks"         ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "initialStepTracksPreSplitting"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "jetCoreRegionalStepTracks"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "lowPtGsfEleGsfTracks"      ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "lowPtTripletStepTracks"    ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "mergedDuplicateDisplacedTracks"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "mergedDuplicateTracks"     ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "mixedTripletStepTracks"    ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "muonReducedTrackExtras"    ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "muonSeededTracksInOut"     ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "muonSeededTracksOutIn"     ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "muonSeededTracksOutInDisplaced"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "pixelLessStepTracks"       ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "pixelPairStepTracks"       ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "preDuplicateMergingDisplacedTracks"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "preDuplicateMergingGeneralTracks"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "refittedStandAloneMuons"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "standAloneMuons"           ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tobTecStepTracks"          ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "uncleanedOnlyCkfInOutTracksFromConversions"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "uncleanedOnlyCkfOutInTracksFromConversions"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "uncleanedOnlyElectronGsfTracks"   ""                "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "default"         "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "dyt"             "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "firstHit"        "RECO"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "picky"           "RECO"    
edm::PtrVector<reco::Candidate>       "jetsForCoreTracking"       ""                "RECO"    
edm::PtrVector<reco::Candidate>       "jetsForCoreTrackingPreSplitting"   ""                "RECO"    
edm::RangeMap<CSCDetId,edm::OwnVector<CSCRecHit2D,edm::ClonePolicy<CSCRecHit2D> >,edm::ClonePolicy<CSCRecHit2D> >    "csc2DRecHits"              ""                "RECO"    
edm::RangeMap<CSCDetId,edm::OwnVector<CSCSegment,edm::ClonePolicy<CSCSegment> >,edm::ClonePolicy<CSCSegment> >    "cscSegments"               ""                "RECO"    
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "dt4DCosmicSegments"        ""                "RECO"    
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "dt4DSegments"              ""                "RECO"    
edm::RangeMap<DTLayerId,edm::OwnVector<DTRecHit1DPair,edm::ClonePolicy<DTRecHit1DPair> >,edm::ClonePolicy<DTRecHit1DPair> >    "dt1DCosmicRecHits"         ""                "RECO"    
edm::RangeMap<DTLayerId,edm::OwnVector<DTRecHit1DPair,edm::ClonePolicy<DTRecHit1DPair> >,edm::ClonePolicy<DTRecHit1DPair> >    "dt1DRecHits"               ""                "RECO"    
edm::RangeMap<RPCDetId,edm::OwnVector<RPCRecHit,edm::ClonePolicy<RPCRecHit> >,edm::ClonePolicy<RPCRecHit> >    "rpcRecHits"                ""                "RECO"    
edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> >    "trackWithVertexRefSelector"   ""                "RECO"    
edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> >    "trackWithVertexRefSelectorBeforeSorting"   ""                "RECO"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "caloTowerForTrk"           ""                "RECO"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "caloTowerForTrkPreSplitting"   ""                "RECO"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "towerMaker"                ""                "RECO"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "towerMakerWithHO"          ""                "RECO"    
edm::SortedCollection<CastorDataFrame,edm::StrictWeakOrdering<CastorDataFrame> >    "castorDigis"               ""                "RECO"    
edm::SortedCollection<CastorRecHit,edm::StrictWeakOrdering<CastorRecHit> >    "castorreco"                ""                "RECO"    
edm::SortedCollection<CastorTriggerPrimitiveDigi,edm::StrictWeakOrdering<CastorTriggerPrimitiveDigi> >    "castorDigis"               ""                "RECO"    
edm::SortedCollection<EBSrFlag,edm::StrictWeakOrdering<EBSrFlag> >    "ecalDigis"                 ""                "RECO"    
edm::SortedCollection<EESrFlag,edm::StrictWeakOrdering<EESrFlag> >    "ecalDigis"                 ""                "RECO"    
edm::SortedCollection<ESDCCHeaderBlock,edm::StrictWeakOrdering<ESDCCHeaderBlock> >    "ecalPreshowerDigis"        ""                "RECO"    
edm::SortedCollection<ESKCHIPBlock,edm::StrictWeakOrdering<ESKCHIPBlock> >    "ecalPreshowerDigis"        ""                "RECO"    
edm::SortedCollection<EcalDCCHeaderBlock,edm::StrictWeakOrdering<EcalDCCHeaderBlock> >    "ecalDigis"                 ""                "RECO"    
edm::SortedCollection<EcalPnDiodeDigi,edm::StrictWeakOrdering<EcalPnDiodeDigi> >    "ecalDigis"                 ""                "RECO"    
edm::SortedCollection<EcalPseudoStripInputDigi,edm::StrictWeakOrdering<EcalPseudoStripInputDigi> >    "ecalDigis"                 "EcalPseudoStripInputs"   "RECO"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsEB"      ""                "RECO"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsEE"      ""                "RECO"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsES"      ""                "RECO"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEB"   "RECO"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEE"   "RECO"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalPreshowerRecHit"       "EcalRecHitsES"   "RECO"    
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "ecalTPSkim"                ""                "RECO"    
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "ecalDigis"                 "EcalTriggerPrimitives"   "RECO"    
edm::SortedCollection<EcalUncalibratedRecHit,edm::StrictWeakOrdering<EcalUncalibratedRecHit> >    "ecalMultiFitUncalibRecHit"   "EcalUncalibRecHitsEB"   "RECO"    
edm::SortedCollection<EcalUncalibratedRecHit,edm::StrictWeakOrdering<EcalUncalibratedRecHit> >    "ecalMultiFitUncalibRecHit"   "EcalUncalibRecHitsEE"   "RECO"    
edm::SortedCollection<HBHEDataFrame,edm::StrictWeakOrdering<HBHEDataFrame> >    "hcalDigis"                 ""                "RECO"    
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "hbheprereco"               ""                "RECO"    
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "hbhereco"                  ""                "RECO"    
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "reducedHcalRecHits"        "hbhereco"        "RECO"    
edm::SortedCollection<HFDataFrame,edm::StrictWeakOrdering<HFDataFrame> >    "hcalDigis"                 ""                "RECO"    
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "hfreco"                    ""                "RECO"    
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "reducedHcalRecHits"        "hfreco"          "RECO"    
edm::SortedCollection<HODataFrame,edm::StrictWeakOrdering<HODataFrame> >    "hcalDigis"                 ""                "RECO"    
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "horeco"                    ""                "RECO"    
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "reducedHcalRecHits"        "horeco"          "RECO"    
edm::SortedCollection<HOTriggerPrimitiveDigi,edm::StrictWeakOrdering<HOTriggerPrimitiveDigi> >    "hcalDigis"                 ""                "RECO"    
edm::SortedCollection<HcalCalibDataFrame,edm::StrictWeakOrdering<HcalCalibDataFrame> >    "hcalDigis"                 ""                "RECO"    
edm::SortedCollection<HcalTTPDigi,edm::StrictWeakOrdering<HcalTTPDigi> >    "castorDigis"               ""                "RECO"    
edm::SortedCollection<HcalTTPDigi,edm::StrictWeakOrdering<HcalTTPDigi> >    "hcalDigis"                 ""                "RECO"    
edm::SortedCollection<HcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<HcalTriggerPrimitiveDigi> >    "hcalDigis"                 ""                "RECO"    
edm::SortedCollection<ZDCDataFrame,edm::StrictWeakOrdering<ZDCDataFrame> >    "castorDigis"               ""                "RECO"    
edm::SortedCollection<ZDCDataFrame,edm::StrictWeakOrdering<ZDCDataFrame> >    "hcalDigis"                 ""                "RECO"    
edm::SortedCollection<ZDCRecHit,edm::StrictWeakOrdering<ZDCRecHit> >    "zdcreco"                   ""                "RECO"    
edm::TriggerResults                   "TriggerResults"            ""                "RECO"    
edm::ValueMap<bool>                   "chargedHadronPFTrackIsolation"   ""                "RECO"    
edm::ValueMap<bool>                   "muidAllArbitrated"         ""                "RECO"    
edm::ValueMap<bool>                   "muidGMStaChiCompatibility"   ""                "RECO"    
edm::ValueMap<bool>                   "muidGMTkChiCompatibility"   ""                "RECO"    
edm::ValueMap<bool>                   "muidGMTkKinkTight"         ""                "RECO"    
edm::ValueMap<bool>                   "muidGlobalMuonPromptTight"   ""                "RECO"    
edm::ValueMap<bool>                   "muidRPCMuLoose"            ""                "RECO"    
edm::ValueMap<bool>                   "muidTM2DCompatibilityLoose"   ""                "RECO"    
edm::ValueMap<bool>                   "muidTM2DCompatibilityTight"   ""                "RECO"    
edm::ValueMap<bool>                   "muidTMLastStationAngLoose"   ""                "RECO"    
edm::ValueMap<bool>                   "muidTMLastStationAngTight"   ""                "RECO"    
edm::ValueMap<bool>                   "muidTMLastStationLoose"    ""                "RECO"    
edm::ValueMap<bool>                   "muidTMLastStationOptimizedLowPtLoose"   ""                "RECO"    
edm::ValueMap<bool>                   "muidTMLastStationOptimizedLowPtTight"   ""                "RECO"    
edm::ValueMap<bool>                   "muidTMLastStationTight"    ""                "RECO"    
edm::ValueMap<bool>                   "muidTMOneStationAngLoose"   ""                "RECO"    
edm::ValueMap<bool>                   "muidTMOneStationAngTight"   ""                "RECO"    
edm::ValueMap<bool>                   "muidTMOneStationLoose"     ""                "RECO"    
edm::ValueMap<bool>                   "muidTMOneStationTight"     ""                "RECO"    
edm::ValueMap<bool>                   "muidTrackerMuonArbitrated"   ""                "RECO"    
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLoose"   "RECO"    
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDLoose"   "RECO"    
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLooseEM"   "RECO"    
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDLooseEM"   "RECO"    
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDTight"   "RECO"    
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDTight"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidAllArbitrated"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidGMStaChiCompatibility"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidGMTkChiCompatibility"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidGMTkKinkTight"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidGlobalMuonPromptTight"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidRPCMuLoose"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityLoose"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityTight"   "RECO"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngLoose"   "RECO"    
